comment_sentences,word_mover_distance,useful_wmd
fairly certain neither incidents responsibility mh regardless facts horrible coincidence say least mh suffer major negative public opinion mh properly mh370 come forth quickly honestly information believe case time lets hope responsible apprehended punished lets also hope world unite terrorist groups regardless affiliation proactive stomping ,0.09775046010166892,1
true already posting pictures dead bodies belongings twitter sickening see prayers crew passengers families ,0.18002921103204858,0
dead including couple americans nearly 200 dutch nothing war anything russian separatists boot drones vaporize tonight ,0.17368511804155207,0
mistaken ukrainian government guess supports official ukrainian government hard guess done blame russia official excuse nato presence ukrainian territory get russia involved war starts wars world egypt serbia iraq etc hard guess believe likely cause brainwashed ,0.12804341357333676,1
go back little corner kremlin stick thumb mouth suck one right mind buy trash tossing around ,0.2591086185744268,0
confirmed rebellion shot plane ahem baaaaa sheep baaaa worry says putin walls kremlin protect exactly say ,0.1970117526207232,0
conformed anonymous information shot hit flied away boeing 777 33000ft ground 26 2 times smaller 2 times slower flied 4500 ft totally military ,0.3135439489246169,0
trying tell 298 civilians die part military military plane boy feel must taken long time program level idiotic ignorance ,0.21435254884784188,0
right ex us marine ass need able write speak english order join read posts something capable ,0.1855381722589539,0
likely accident error think separatists anyone else matter shoot civilian aircraft belongs malaysia nothing happen like iran air 655 kal007 ,0.16492276556452923,0
media conceal many facts 1 ukrainian air force fighter close boeing time disaster2 separatists call man pads hit targets altitudes 4 5 km 10 km 3 spanish dispatcher led flight tweet wrote extensively situation wrote boeing knocked kiev hours later tweet removed missing ,0.13058834150432197,1
biased take comment american american news website amazes thing got comment proven correct day later ukraines shared intercepted conversation russian separatists area saying accidentally shot civilian airliner face country effed completely control behind glimmering eye madman putin face international prosecution role tragedy ,0.12933207169651184,1
know sure much point afterall get part facts remember numbers even americans died mean effect us theus read important dr whothat way conference oh uk australia american yes may affect us hopeyour immune system strong ebola cholera small pox asiatic flu killing people world theless dr less minds work keep us americans safe trust going start needing doctors quite soon enough ,0.13129920252683058,1
really think called rebel held territory closed ukrainian forces really well tell next ukrainian forces bombing territories day night jets fliying cities yes rebellioners hitting time time anyone could hit civillian plane called terrorists ukrainian national forces reaaly done official forces pretty chance never get truth similar case happened 2001 ukrainian forces hit russian plane mistake still nobady payed 78 people lives everithing husshed though internetional comission proved ukrainian side guilty ,0.0856401100326707,1
may correct really knows wait flight recorder moscow international investigation subsequently security purposes joint investigation nato us russia ukraine whatever else communites need fair rational discussion everyone evolved one thing certain fighting solve anything bet however matter responsible serious escalation involves amsterdam folks board shot plane malaysian passengers killed along many nationalities im tho hope furthering violence must peaceful reconciliation ukrainiazation donetsk smolensk regions elections held full discussions tv handshakes apologies needs become new strategy unless want plunge another war may last ,0.10334907696726575,1
secret war eastern ukraine call anti terrorist operation matter nobody european journalists even ukraine ones cnn show video ukraine plenty videos ukraine forces bombing civilians made ato forces show videos nobody cares already 5 killed russian journalists around 20 captured injured ukraine military happening ,0.12431944002650376,1
terrorists civilians take arms defend families stop calling people terrorists committed terrorist acts ,0.20230124213012118,0
passengers killed fall hear facts kiev shot plane put blame rebels reason enter u nato troops ,0.23391906577345656,0
know certain im hearing weapons used bring plane made russia require training russia operate different things ,0.185472966330105,0
one thing sure fault based statistical probability downed malaysian boeing 777 scary number flying anytime soon ,0.1773747943888627,0
loss second boeing 777 jetliner 131 days threatens malaysia airlines another public relations financial blow struggles overcome industry consumer fallout disappearance flight 370 yeah gonna hurt financially fault pr problem ,0.1490356558413557,1
us foresight rule flight paths area airlines way back april malaysian still flying fault ,0.25713180899522675,0
sort think malaysian airlines fault hell flying near war zone flown around ,0.2795553645535686,0
malaysian airlines determine path normal air corridor path flown every day many flights area ,0.195601391929568,0
malaysia airlines indeed determine flight path every airline files flight plans warnings multiple government agencies including faa back april fly near area dangers warnings promptly ignored mh handful carriers happened ,0.16845243250918698,0
horrific scares travel often even though chances happening slim none thought always back mind thoughts prayers go families victims ,0.1659039526212157,0
commercial flights used southern route across ukraine late weather favorable air traffic thus north eastern ukraine usual ,0.20309817587424994,0
doubt malaysian airlines mas control u accused fault country aircraft operated country local aviation one route path try google latest news mh17 projection path approved fly site dont remember european authority called ,0.18271207208401183,0
funny comment pretty much guarantee plane shot shot russian made sam ukraine touting nato hardware would know russia supporters would constantly complaining ,0.20904629845645767,0
afraid people photo inspect plane care collecting metal parts get money later crushed ukrainian plane day ago ,0.19495552959843054,0
statistician would tell much coincidence coincidence somewhere area likelihood winning lottery five times week two planes malaysia airlines 131 days somehow linked disapearance first plane occam razor ,0.15296176437741332,1
jim one coincidence malaysia crash shares anniversary twa flight 800 possibly missile attack somewhat bizarre coincidence read anderson cooper brought accident date indeed july 17 thoughts presented evidence claiming conspiracy j ,0.1302891798098155,1
saying flight mh 17 crashed july 17 2014 17 years exactly first flight particular plane also shares july 17 another well known plane crash sure lot 17s sounds inauspicious ,0.27108327814051314,0
never car accident life three space two days one truck cut corner sitting traffic lights hit side car second someone rear ended sitting stop sign way collision repair specialist third collision repair specialist office filling paper work someone picked recently repaired car backed mine cases stationary someone paying attention e none fault coincidences happen bad everyone involved erode support ukranian separatists ,0.11866030588768406,1
sad plight flight mh 17 people board accidents appear co incidence something astrological stars zodiac signs try reading astrology zodiacal sign impact planets retrograde motion zodiac sign know accidents happened gbu ,0.19572222388749427,0
really think two crashes related anywhere near simplest solution think simplest solution trigger happy yahoos surface air missles shot passenger airliner ,0.1636270177130655,0
imagine suddenly realize strong wind ripped martini hand blissfully free falling towards beautiful green field 34 000 feet ,0.21386831972514275,0
nobody even access debris russians already stolen whatever could stolen wild nation separated wall rest world wall separated eastern europe world past ,0.2413990921399995,0
coincidence possibly present theory perhaps malaysian airlines planes unique characteristic making planes resemble radar non commercial even military planes case mysterious disappearance previous malaysian passenger plane year could result military elsewhere world shooting plane realizing unfortunate mistake passenger plane swiftly taking measures hide possible trace plane hence inexplicable disappearance despite months intense searching regarding today incident note thousands commercial planes variety airlines pass area daily basis without incident furthermore hundreds airlines around world commercial airline accidents exceedingly rare statistical chance two downed planes airline within span months exceedingly small extreme coincidences occur willing seriously consider theories like one present ,0.10386389964627883,1
impossible could onto something however might difficult prove although surprised big co incidence another flight different possible airlines ,0.16078437783732555,0
nah mh 370 flown deigo garcia bodies buried sea plane painted military colors enterd service military transport fuss muss wont ever find wreckage none ,0.0887665927313677,1
boeing 777 holding almost 300 passengers resembling non commercial military plane think malaysia airlines 777 flying route coincidence second plane 4 months maybe doubt something going ,0.21161112697965773,0
passenger plane fly disputed area dont know fights even rebels took airport got russian support insane world living iq even secure ways ,0.15448725725891807,1
