comment_sentences,word_mover_distance,useful_wmd
fortune teller future predict large earthquake california also predict hurricane hit florida tornado hit midwest destroy trailer park ,0.20502360866872352,0
guess want get technical matter accuracy quake felt strongly along la orange county border lines fault runs counties live la county side line felt good jolt last night recently another today little 2 30pm ,0.20218749184050178,0
like media focused 5 chance bigger earthquake happen usually statistics one focuses larger probably case 95 chance larger earthquake happen course would nearly exciting headline sayin ,0.15288422334267157,1
ha body find plane mudslide wa amay due ismall quake said technology damn plane put rover mars watch really ha tech answers thinks plane alive well ,0.20759464794909757,0
okay abc really need sensationalize misleading headline chances larger quake 5 diminishing every hour shallow quake exception directly top par course southern california ,0.13402403003053026,1
clear u geological survey working early warning system signals ahead earthquakes speed light versus speed sound friday earthquake difference signal arriving earthquake arriving lab approximately 4 seconds time wholly variable distance location first detection peripheral locations warned ,0.10273305516946896,1
first earthquake l couple weeks ago going since 1979 first time ever one happened feel though fine glad ,0.20351748814186435,0
bliss film fans world wide san andreas fault finally gives way vile mess known hollywood multinational corporations churning junk disappears beneath waves forever people used say things missed big one would oranges outsourced countries would redwoods would miss celebs walk fame naa bring ,0.17211528881561236,0
exactly would occurring credible geologists believe southern california fault lines even capable generating energy quake much 8 0 cascadia subduction zone aleutian subduction zones believed capable breaching threshold 10 0 particularly scare anymore murdered easter bunny ,0.1556409109637327,1
ya know b earth sciences ucsd google mean stuff common knowledge live seismically active regions ,0.18996527534023813,0
energizer bunny would probably capable inflict fatal harm easter bunny least exists might even get aftershock well could start heart back ,0.16699088321872455,0
know enough get excited big might get said us still remember 1994 northridge quake last big one remember overpasses came onto cars 6 7 people remember 1 richter scale equal 10 times shaking way 30 times energy released means difference four five five six huge ,0.18893731649580528,0
actually scientists saying local news broadcasting small quakes nothing release pressure big ones increase 1 0 magnitude richter scale 30 times stronger previous ,0.13817187340703652,1
30x energy release yes practical applications actual intensity shaking felt 10x increase 1 0 increase smaller earthquakes relieve pressure rather small doses occur relatively great frequency add anything substantial would example take thirty 4 0 earthquakes release energy necessary avoid 5 0 get 4 0 earthquakes nearly often enough offset larger ones entirely amount serve relieve pressure completely knowable negligible either ,0.14998198636859697,1
yep much odd rv bounce bit thought maybe gust wind stepped much wind figured must quake somewhere odd quakes felt areas short distance away nothing 10 years ago phoenix felt rather long steady rolling house turns large quake mountains east l long ways away feel ,0.13002279016193424,1
near epicenter think may need go get level garage make sure one painting still straight yawn thanks making national news guys ,0.237789040923713,0
cnn news site record national world affairs putting front page means consider worthy national coverage go away troll live opposite direction anaheim la habra anaheim ghetto ,0.1991246570707278,0
anaheim ghetto especially compared parts southern california travelled outside orange county awful things happen city gotta keep things perspective anaheim ghetto p ,0.1660725489533678,0
rwnjs ok wish death upon every republicans ca ok stoop level insanity yeah country would better without rwnj instigating fuel fire ,0.20327091812790438,0
well logic hope family dies earthquake feel grow us family need partisan trolls wishing group people killed like americans better well least ,0.18927865793316148,0
ha ha ha true matter story whether good news bad world politics even concerning family political sanity east vs west debate immediately follows desert tortoise pretty much right direction story live fairfield ca halfway sfo sacramento 80 know hayward fault getting ready say hello hope far enough away save house supposed slip 40 inches one second see house slab help might time start earthquake insurance ,0.11759995114683472,1
getting eq coverage right would pointless already contractor california earthquake authority even could get find prohibitively expensive 10 000 deductible ,0.16045955740460593,0
pretty good insurance agent let take look us know deductible high seen high 25k lot cheaper rebuild house get quotes mail every often sure sources hurt look ,0.1568204969849847,1
purchase eq coverage current carrier participates cea eq coverage program luck case wish purchase eq coverage must place ho 3 policy homeowners carrier provides eq coverageas always specific information contact agent info specific situation ,0.20787300914017878,0
got love corporate america live near water insurance excludes flood coverage expensive live earthquake zone insurance lacking coverage prohibitively expensive many people think covered things need protection always excluded cost extra would think insure home damage assets safe reality often ,0.14562666043295547,1
lol would insurer write eq flood hurricane etc coverage people never ever read insurance policy cover lot think pay hundred thousand dollars year company going openly cover anything might happen right surprised theres eq flood coverage prone areas really stupid risk insure area prone disaster insurance business right mind would business losing business lol wow excluded cost extra happen time certain areas yikes ,0.11347122975523827,1
setnau completely agree vast majority laments nevertheless known anyone lives designated flood zone near large body water flood insurance folks mortgage either initiate new home mortgage refinance existing mortgage required flood insurance importantly since late 60 private insurers refused offer flood coverage simply common occurence federal government stepped national flood insurance program regard statement flood coverage expensive fact flood premiums kept artificially low past decades biggert waters act passed government longer subsidize nfip coverage supposed already happen delayed years tripling flood premiums become problem next administration earthquake coverage something private insurers refuse cover simply put earthquake something occur opposed might occur nfip california earthquake authority cea stepped provide eq coverage catastrophe insurance claims adjuster past 11 years time represented carrier time amazed blatant manipulation insurance coverage behalf carrier avoid paying minimize payment truly indemnified insured last straw something happened last two years folks property mortgage purchase insurance protect assets buried within legal ease sinister absolutely grotesque carriers accept premiums decades homeowners god forbid catastrophe hits whether fire flood hurricane tornado homeowner files claim carrier run credit check homeowner homeowner bad credit significant downgrade credit worthiness carrier claim defrauded deny coverage chosen stay insurance adjuster yet represent insured ensure fully indemnified carrier disabled veteran represent interests veterans exclusively insurance carrier closing carriers operate way far many ,0.10612476271310957,1
well purchased house would able get insurance know expensive cheaper spending 500k rebuild furnish living ca costs money way around ,0.1673846580798577,0
